year,name,date,weather,num_dnfs,safety_car,num_of_sc,num_of_vsc,total
1997,Australian Grand Prix,3/9/1997,dry,13,FALSE ,0,Nan,0
1997,Brazilian Grand Prix,3/30/1997,dry,4,FALSE ,0,Nan,0
1997,Argentina Grand Prix,4/13/1997,dry,13,TRUE,1,Nan,1
1997,Emilia Romagna Grand Prix,4/27/1997,dry,11,FALSE ,0,Nan,0
1997,Monaco Grand Prix,5/11/1997,heavy_rain,12,FALSE ,0,Nan,0
1997,Spanish Grand Prix,5/29/1997,dry,7,FALSE ,0,Nan,0
1997,Canadian Grand Prix,6/15/1997,dry,12,TRUE,2,Nan,2
1997,French Grand Prix,6/29/1997,light_rain,10,FALSE ,0,Nan,0
1997,British Grand Prix,7/13/1997,dry,12,FALSE ,0,Nan,0
1997,German Grand Prix,7/27/1997,dry,12,FALSE ,0,Nan,0
1997,Hungarian Grand Prix,8/10/1997,dry,9,FALSE ,0,Nan,0
1997,Belgian Grand Prix,8/24/1997,heavy_rain,6,TRUE,1,Nan,1
1997,Italian Grand Prix,9/7/1997,dry,8,FALSE,0,Nan,0
1997,Austrian Grand Prix,9/21/1997,dry,9,FALSE,0,Nan,0
1997,European Grand Prix,9/28/1997,dry,12,FALSE,0,Nan,0
1997,Japanese Grand Prix,10/12/1997,dry,8,FALSE,0,Nan,0
1997,European Grand Prix,10/26/1997,dry,5,FALSE,0,Nan,0
1998,Australian Grand Prix,3/8/1998,dry,13,FALSE,0,Nan,0
1998,Brazilian Grand Prix,3/29/1998,dry,11,FALSE,0,Nan,0
1998,Argentina Grand Prix,4/12/1998,dry,8,FALSE,0,Nan,0
1998,Emilia Romagna Grand Prix,4/26/1998,dry,13,FALSE,0,Nan,0
1998,Spanish Grand Prix,5/10/1998,dry,6,FALSE,0,Nan,0
1998,Monaco Grand Prix,5/24/1998,dry,10,FALSE,0,Nan,0
1998,Canadian Grand Prix,6/7/1998,dry,12,TRUE,3,Nan,3
1998,French Grand Prix,6/28/1998,dry,7,FALSE,0,Nan,0
1998,British Grand Prix,7/12/1998,heavy_rain,13,TRUE,1,Nan,1
1998,Austrian Grand Prix,7/26/1998,dry,10,TRUE,1,Nan,1
1998,German Grand Prix,8/2/1998,dry,5,FALSE,0,Nan,0
1998,Hungarian Grand Prix,8/16/1998,dry,6,FALSE,0,Nan,0
1998,Belgian Grand Prix,8/30/1998,heavy_rain,14,TRUE,1,Nan,1
1998,Italian Grand Prix,9/13/1998,dry,9,FALSE,0,Nan,0
1998,European Grand Prix,9/27/1998,dry,5,FALSE,0,Nan,0
1998,Japanese Grand Prix,11/1/1998,dry,10,FALSE,0,Nan,0
1999,Australian Grand Prix,3/7/1999,dry,13,TRUE,2,Nan,2
1999,Brazilian Grand Prix,4/11/1999,dry,12,FALSE,0,Nan,0
1999,Emilia Romagna Grand Prix,5/2/1999,dry,14,FALSE,0,Nan,0
1999,Monaco Grand Prix,5/16/1999,dry,14,FALSE,0,Nan,0
1999,Spanish Grand Prix,5/30/1999,dry,9,FALSE,0,Nan,0
1999,Canadian Grand Prix,6/13/1999,dry,12,TRUE,4,Nan,4
1999,French Grand Prix,6/27/1999,light_rain,10,TRUE,1,Nan,1
1999,British Grand Prix,7/11/1999,dry,5,FALSE,0,Nan,0
1999,Austrian Grand Prix,7/25/1999,dry,9,FALSE,0,Nan,0
1999,German Grand Prix,8/1/1999,dry,12,FALSE,0,Nan,0
1999,Hungarian Grand Prix,8/15/1999,dry,6,FALSE,0,Nan,0
1999,Belgian Grand Prix,8/29/1999,dry,6,FALSE,0,Nan,0
1999,Italian Grand Prix,9/12/1999,dry,12,FALSE,0,Nan,0
1999,European Grand Prix,9/26/1999,light_rain,13,TRUE,1,Nan,1
1999,Malaysian Grand Prix,10/17/1999,dry,10,FALSE,0,Nan,0
1999,Japanese Grand Prix,10/31/1999,dry,9,FALSE,0,Nan,0
2000,Australian Grand Prix,3/12/2000,dry,12,TRUE,1,Nan,1
2000,Brazilian Grand Prix,3/26/2000,dry,9,FALSE,0,Nan,0
2000,Emilia Romagna Grand Prix,4/9/2000,dry,8,FALSE,0,Nan,0
2000,British Grand Prix,4/23/2000,dry,7,FALSE,0,Nan,0
2000,Spanish Grand Prix,5/7/2000,dry,6,FALSE,0,Nan,0
2000,European Grand Prix,5/21/2000,heavy_rain,12,FALSE,0,Nan,0
2000,Monaco Grand Prix,6/4/2000,dry,12,FALSE,0,Nan,0
2000,Canadian Grand Prix,6/18/2000,heavy_rain,9,FALSE,0,Nan,0
2000,French Grand Prix,7/2/2000,dry,7,FALSE,0,Nan,0
2000,Austrian Grand Prix,7/16/2000,dry,10,TRUE,1,Nan,1
2000,German Grand Prix,7/30/2000,heavy_rain,11,TRUE,2,Nan,2
2000,Hungarian Grand Prix,8/13/2000,dry,6,FALSE,0,Nan,0
2000,Belgian Grand Prix,8/27/2000,light_rain,5,TRUE,1,Nan,1
2000,Italian Grand Prix,9/10/2000,dry,10,TRUE,1,Nan,1
2000,Indianapolis Grand Prix,9/24/2000,dry,10,FALSE,0,Nan,0
2000,Japanese Grand Prix,10/8/2000,light_rain,7,FALSE,0,Nan,0
2000,Malaysian Grand Prix,10/22/2000,dry,10,TRUE,1,Nan,1
2001,Australian Grand Prix,3/4/2001,dry,9,TRUE,1,Nan,1
2001,Malaysian Grand Prix,3/18/2001,light_rain,8,TRUE,1,Nan,1
2001,Brazilian Grand Prix,4/1/2001,heavy_rain,12,TRUE,1,Nan,1
2001,Emilia Romagna Grand Prix,4/15/2001,dry,10,FALSE,0,Nan,0
2001,Spanish Grand Prix,4/29/2001,dry,7,FALSE,0,Nan,0
2001,Austrian Grand Prix,5/13/2001,dry,10,TRUE,1,Nan,1
2001,Monaco Grand Prix,5/27/2001,dry,12,FALSE,0,Nan,0
2001,Canadian Grand Prix,6/10/2001,dry,13,TRUE,1,Nan,1
2001,European Grand Prix,6/24/2001,dry,8,FALSE,0,Nan,0
2001,French Grand Prix,7/1/2001,dry,6,FALSE,0,Nan,0
2001,British Grand Prix,7/15/2001,dry,5,FALSE,0,Nan,0
2001,German Grand Prix,7/29/2001,dry,12,TRUE,1,Nan,1
2001,Hungarian Grand Prix,8/19/2001,dry,10,FALSE,0,Nan,0
2001,Belgian Grand Prix,9/2/2001,dry,9,TRUE,1,Nan,1
2001,Italian Grand Prix,9/16/2001,dry,9,FALSE,0,Nan,0
2001,Indianapolis Grand Prix,9/20/2001,dry,8,FALSE,0,Nan,0
2001,Japanese Grand Prix,10/14/2001,dry,6,FALSE,0,Nan,0
2002,Australian Grand Prix,3/3/2002,dry,12,TRUE,2,NaN,2
2002,Malaysian Grand Prix,3/17/2002,dry,9,FALSE,,NaN,0
2002,Brazilian Grand Prix,3/31/2002,dry,11,FALSE,,NaN,0
2002,Emilia Romagna Grand Prix,4/14/2002,dry,10,FALSE,0,NaN,0
2002,Spanish Grand Prix,4/28/2002,dry,10,FALSE,,NaN,0
2002,Austrian Grand Prix,5/12/2002,dry,11,TRUE,,NaN,0
2002,Monaco Grand Prix,5/26/2002,dry,10,FALSE,0,NaN,0
2002,Canadian Grand Prix,6/9/2002,dry,8,TRUE,,NaN,0
2002,European Grand Prix,6/23/2002,dry,6,FALSE,,NaN,0
2002,British Grand Prix,7/7/2002,heavy_rain,10,FALSE,,NaN,0
2002,French Grand Prix,7/21/2002,dry,8,FALSE,,NaN,0
2002,German Grand Prix,7/28/2002,dry,12,FALSE,,NaN,0
2002,Hungarian Grand Prix,8/18/2002,dry,4,FALSE,,NaN,0
2002,Belgian Grand Prix,9/1/2002,dry,9,FALSE,,NaN,0
2002,Italian Grand Prix,9/15/2002,dry,7,FALSE,,NaN,0
2002,Indianapolis Grand Prix,9/29/2002,dry,4,FALSE,,NaN,0
2002,Japanese Grand Prix,10/13/2002,dry,9,FALSE,0,NaN,0
2003,Australian Grand Prix,3/9/2003,dry,9,TRUE,2,NaN,2
2003,Malaysian Grand Prix,3/23/2003,dry,7,FALSE,,NaN,0
2003,Brazilian Grand Prix,4/6/2003,heavy_rain,10,TRUE,,NaN,0
2003,Emilia Romagna Grand Prix,4/20/2003,dry,6,FALSE,0,NaN,0
2003,Spanish Grand Prix,5/4/2003,dry,8,FALSE,,NaN,0
2003,Austrian Grand Prix,5/18/2003,light_rain,6,TRUE,,NaN,0
2003,Monaco Grand Prix,6/1/2003,dry,6,FALSE,0,NaN,0
2003,Canadian Grand Prix,6/15/2003,dry,11,FALSE,,NaN,0
2003,European Grand Prix,6/29/2003,dry,6,FALSE,,NaN,0
2003,French Grand Prix,7/6/2003,dry,3,FALSE,,NaN,0
2003,British Grand Prix,7/20/2003,dry,3,TRUE,,NaN,0
2003,German Grand Prix,8/3/2003,dry,9,FALSE,,NaN,0
2003,Hungarian Grand Prix,8/24/2003,dry,6,FALSE,,NaN,0
2003,Italian Grand Prix,9/14/2003,dry,8,FALSE,,NaN,0
2003,Indianapolis Grand Prix,9/28/2003,heavy_rain,9,FALSE,,NaN,0
2003,Japanese Grand Prix,10/12/2003,dry,4,FALSE,0,NaN,0
2004,Australian Grand Prix,3/7/2004,dry,5,FALSE,0,NaN,0
2004,Malaysian Grand Prix,3/21/2004,light_rain,5,FALSE,,NaN,0
2004,Bahrain Grand Prix,4/4/2004,dry,4,FALSE,,NaN,0
2004,Emilia Romagna Grand Prix,4/25/2004,dry,5,FALSE,0,NaN,0
2004,Spanish Grand Prix,5/9/2004,dry,7,FALSE,,NaN,0
2004,Monaco Grand Prix,5/23/2004,dry,11,TRUE,2,NaN,2
2004,European Grand Prix,5/30/2004,dry,5,FALSE,,NaN,0
2004,Canadian Grand Prix,6/13/2004,dry,6,FALSE,,NaN,0
2004,Indianapolis Grand Prix,6/20/2004,dry,11,TRUE,,NaN,0
2004,French Grand Prix,7/4/2004,dry,3,FALSE,,NaN,0
2004,British Grand Prix,7/11/2004,dry,4,FALSE,,NaN,0
2004,German Grand Prix,7/25/2004,dry,3,FALSE,,NaN,0
2004,Hungarian Grand Prix,8/15/2004,dry,5,FALSE,,NaN,0
2004,Belgian Grand Prix,8/29/2004,dry,10,TRUE,,NaN,0
2004,Italian Grand Prix,9/12/2004,light_rain,5,FALSE,,NaN,0
2004,Chinese Grand Prix,9/26/2004,dry,4,FALSE,0,NaN,0
2004,Japanese Grand Prix,10/10/2004,dry,4,FALSE,0,NaN,0
2004,Brazilian Grand Prix,10/24/2004,dry,3,FALSE,,NaN,0
2005,Australian Grand Prix,3/6/2005,dry,5,FALSE,0,NaN,0
2005,Malaysian Grand Prix,3/20/2005,dry,7,FALSE,,NaN,0
2005,Bahrain Grand Prix,4/3/2005,dry,8,FALSE,,NaN,0
2005,Emilia Romagna Grand Prix,4/24/2005,dry,5,FALSE,0,NaN,0
2005,Spanish Grand Prix,5/8/2005,dry,6,FALSE,,NaN,0
2005,Monaco Grand Prix,5/22/2005,dry,4,TRUE,1,NaN,1
2005,European Grand Prix,5/29/2005,dry,3,FALSE,,NaN,0
2005,Canadian Grand Prix,6/12/2005,dry,8,TRUE,,NaN,0
2005,Indianapolis Grand Prix,6/19/2005,dry,0,FALSE,,NaN,0
2005,French Grand Prix,7/3/2005,dry,5,FALSE,,NaN,0
2005,British Grand Prix,7/10/2005,dry,1,TRUE,,NaN,0
2005,German Grand Prix,7/24/2005,dry,2,FALSE,,NaN,0
2005,Hungarian Grand Prix,7/31/2005,dry,5,FALSE,,NaN,0
2005,Turkish Grand Prix,8/21/2005,dry,5,FALSE,,NaN,0
2005,Italian Grand Prix,9/4/2005,dry,0,FALSE,,NaN,0
2005,Belgian Grand Prix,9/11/2005,dry,7,TRUE,,NaN,0
2005,Brazilian Grand Prix,9/25/2005,dry,5,FALSE,,NaN,0
2005,Japanese Grand Prix,10/9/2005,dry,4,TRUE,1,NaN,1
2005,Chinese Grand Prix,10/16/2005,dry,6,TRUE,2,NaN,2
2006,Bahrain Grand Prix,3/12/2006,dry,4,FALSE,,NaN,0
2006,Malaysian Grand Prix,3/19/2006,dry,8,FALSE,,NaN,0
2006,Australian Grand Prix,4/2/2006,dry,10,TRUE,4,NaN,4
2006,Emilia Romagna Grand Prix,4/3/2006,dry,6,TRUE,1,NaN,1
2006,European Grand Prix,5/7/2006,dry,9,FALSE,,NaN,0
2006,Spanish Grand Prix,5/14/2006,dry,6,FALSE,,NaN,0
2006,Monaco Grand Prix,5/28/2006,dry,6,TRUE,1,NaN,1
2006,British Grand Prix,6/11/2006,dry,4,FALSE,,NaN,0
2006,Canadian Grand Prix,6/25/2006,dry,8,TRUE,,NaN,0
2006,Indianapolis Grand Prix,7/2/2006,dry,13,TRUE,,NaN,0
2006,French Grand Prix,7/16/2006,dry,6,FALSE,,NaN,0
2006,German Grand Prix,7/30/2006,dry,8,FALSE,,NaN,0
2006,Hungarian Grand Prix,8/6/2006,dry,8,FALSE,,NaN,0
2006,Turkish Grand Prix,8/27/2006,dry,5,TRUE,,NaN,0
2006,Italian Grand Prix,9/10/2006,dry,5,FALSE,,NaN,0
2006,Chinese Grand Prix,10/1/2006,light_rain,5,FALSE,0,NaN,0
2006,Japanese Grand Prix,10/8/2006,dry,5,FALSE,0,NaN,0
2006,Brazilian Grand Prix,10/22/2006,dry,6,TRUE,,NaN,0
2007,Australian Grand Prix,3/18/2007,dry,5,FALSE,0,NaN,0
2007,Malaysian Grand Prix,4/8/2007,dry,4,FALSE,,NaN,0
2007,Bahrain Grand Prix,4/15/2007,dry,7,TRUE,,NaN,0
2007,Spanish Grand Prix,5/13/2007,dry,8,FALSE,,NaN,0
2007,Monaco Grand Prix,5/27/2007,dry,4,FALSE,0,NaN,0
2007,Canadian Grand Prix,6/10/2007,dry,8,TRUE,,NaN,0
2007,Indianapolis Grand Prix,6/17/2007,dry,7,FALSE,,NaN,0
2007,French Grand Prix,7/1/2007,dry,5,FALSE,,NaN,0
2007,British Grand Prix,7/8/2007,dry,7,FALSE,,NaN,0
2007,European Grand Prix,7/22/2007,heavy_rain,9,TRUE,,NaN,0
2007,Hungarian Grand Prix,8/5/2007,dry,4,FALSE,,NaN,0
2007,Turkish Grand Prix,8/26/2007,dry,2,FALSE,,NaN,0
2007,Italian Grand Prix,9/9/2007,dry,2,TRUE,,NaN,0
2007,Belgian Grand Prix,9/16/2007,dry,5,FALSE,,NaN,0
2007,Japanese Grand Prix,9/30/2007,heavy_rain,10,TRUE,2,NaN,2
2007,Chinese Grand Prix,10/7/2007,light_rain,5,FALSE,0,NaN,0
2007,Brazilian Grand Prix,10/21/2007,dry,8,FALSE,,NaN,0
2008,Australian Grand Prix,3/16/2008,dry,14,TRUE,3,NaN,3
2008,Malaysian Grand Prix,4/23/2008,dry,5,FALSE,,NaN,0
2008,Bahrain Grand Prix,4/6/2008,dry,3,FALSE,,NaN,0
2008,Spanish Grand Prix,4/27/2008,dry,9,TRUE,,NaN,0
2008,Turkish Grand Prix,5/11/2008,dry,3,TRUE,,NaN,0
2008,Monaco Grand Prix,5/25/2008,light_rain,6,TRUE,2,NaN,2
2008,Canadian Grand Prix,6/8/2008,dry,7,TRUE,,NaN,0
2008,French Grand Prix,6/22/2008,light_rain,1,FALSE,,NaN,0
2008,British Grand Prix,7/6/2008,heavy_rain,7,TRUE,,NaN,0
2008,German Grand Prix,7/20/2008,dry,3,TRUE,,NaN,0
2008,Hungarian Grand Prix,8/3/2008,dry,3,FALSE,,NaN,0
2008,European Grand Prix,8/24/2008,dry,3,FALSE,,NaN,0
2008,Belgian Grand Prix,9/7/2008,light_rain,4,FALSE,,NaN,0
2008,Italian Grand Prix,9/14/2008,heavy_rain,1,TRUE,,NaN,0
2008,Singapore Grand Prix,9/28/2008,dry,6,TRUE,,NaN,0
2008,Japanese Grand Prix,10/12/2008,dry,5,FALSE,0,NaN,0
2008,Chinese Grand Prix,10/19/2008,dry,3,FALSE,0,NaN,0
2008,Brazilian Grand Prix,11/2/2008,heavy_rain,2,TRUE,,NaN,0
2009,Australian Grand Prix,3/29/2009,dry,7,TRUE,2,NaN,2
2009,Malaysian Grand Prix,4/5/2009,heavy_rain,5,TRUE,,NaN,0
2009,Chinese Grand Prix,4/19/2009,heavy_rain,4,TRUE,2,NaN,2
2009,Bahrain Grand Prix,4/26/2009,dry,1,FALSE,,NaN,0
2009,Spanish Grand Prix,5/10/2009,dry,6,TRUE,,NaN,0
2009,Monaco Grand Prix,5/24/2009,dry,6,FALSE,0,NaN,0
2009,Turkish Grand Prix,6/7/2009,dry,2,FALSE,,NaN,0
2009,British Grand Prix,6/21/2009,dry,2,FALSE,,NaN,0
2009,German Grand Prix,7/12/2009,dry,2,FALSE,,NaN,0
2009,Hungarian Grand Prix,7/26/2009,dry,3,FALSE,,NaN,0
2009,European Grand Prix,8/23/2009,dry,3,FALSE,,NaN,0
2009,Belgian Grand Prix,8/30/2009,dry,6,TRUE,,NaN,0
2009,Italian Grand Prix,9/13/2009,dry,6,TRUE,,NaN,0
2009,Singapore Grand Prix,9/27/2009,dry,6,TRUE,,NaN,0
2009,Japanese Grand Prix,10/4/2009,dry,2,TRUE,1,NaN,1
2009,Brazilian Grand Prix,10/18/2009,dry,6,TRUE,,NaN,0
2009,Abu Dhabi Grand Prix,11/1/2009,dry,2,FALSE,,NaN,0
2010,Bahrain Grand Prix,3/14/2010,dry,9,FALSE,,NaN,0
2010,Australian Grand Prix,3/28/2010,light_rain,10,TRUE,1,NaN,1
2010,Malaysian Grand Prix,4/4/2010,dry,7,FALSE,,NaN,0
2010,Chinese Grand Prix,4/18/2010,light_rain,7,TRUE,2,NaN,2
2010,Spanish Grand Prix,5/9/2010,dry,7,FALSE,,NaN,0
2010,Monaco Grand Prix,5/16/2010,dry,12,TRUE,4,NaN,4
2010,Turkish Grand Prix,5/30/2010,light_rain,5,FALSE,,NaN,0
2010,Canadian Grand Prix,6/13/2010,dry,5,FALSE,,NaN,0
2010,European Grand Prix,6/27/2010,dry,3,TRUE,,NaN,0
2010,British Grand Prix,7/11/2010,dry,4,TRUE,,NaN,0
2010,German Grand Prix,7/25/2010,dry,5,FALSE,,NaN,0
2010,Hungarian Grand Prix,8/1/2010,dry,5,TRUE,,NaN,0
2010,Belgian Grand Prix,8/29/2010,heavy_rain,4,TRUE,,NaN,0
2010,Italian Grand Prix,9/12/2010,dry,5,FALSE,,NaN,0
2010,Singapore Grand Prix,9/26/2010,dry,9,TRUE,,NaN,0
2010,Japanese Grand Prix,10/10/2010,dry,8,TRUE,1,NaN,1
2010,Korean Grand Prix,10/24/2010,heavy_rain,9,TRUE,,NaN,0
2010,Brazilian Grand Prix,11/7/2010,dry,1,FALSE,,NaN,0
2010,Abu Dhabi Grand Prix,11/14/2010,dry,4,TRUE,,NaN,0
2011,Australian Grand Prix,3/27/2011,dry,7,FALSE,0,NaN,0
2011,Malaysian Grand Prix,4/10/2011,dry,8,FALSE,,NaN,0
2011,Chinese Grand Prix,4/17/2011,dry,1,FALSE,0,NaN,0
2011,Turkish Grand Prix,5/8/2011,dry,2,FALSE,,NaN,0
2011,Spanish Grand Prix,5/22/2011,dry,3,FALSE,,NaN,0
2011,Monaco Grand Prix,5/29/2011,dry,7,TRUE,1,NaN,1
2011,Canadian Grand Prix,6/12/2011,heavy_rain,7,TRUE,,NaN,0
2011,European Grand Prix,6/26/2011,dry,0,FALSE,,NaN,0
2011,British Grand Prix,7/10/2011,light_rain,5,FALSE,,NaN,0
2011,German Grand Prix,7/24/2011,light_rain,4,FALSE,,NaN,0
2011,Hungarian Grand Prix,7/31/2011,light_rain,4,FALSE,,NaN,0
2011,Belgian Grand Prix,8/28/2011,dry,5,TRUE,,NaN,0
2011,Italian Grand Prix,9/11/2011,dry,8,TRUE,,NaN,0
2011,Singapore Grand Prix,9/25/2011,dry,4,TRUE,,NaN,0
